No.,Character,Unicode,Set,Challenge note,TW/Hakka code,IICore TW,IICore HK,Table A,Table B,Small dict,Revised,County/city name,Road name,Surname flag,Examinee,City,JIS,Font count,Category,Notes
5405,佟,04F5F,Big5-2,TW,B,B,,V,,V,,,642,53,,3,,12,Surname / personal name,Common in company / shop names
5936,苺,082FA,Big5-2,,B,,,,,V,,,,2,,2,人,11,Common in naming,Used in naming
4528,鎗,9397,Big5-1,,A,A,,V,V,V,,,,7,,1,,14,Uncategorized,
5898,痼,075FC,Big5-2,,A,A,,V,,V,,,,,,2,,11,,痼疾 (chronic illness)
3826,蜍,0870D,Big5-2,TW / Hakka,B,,,V,V,V,,,,,,2,,14,Uncategorized,
6338,讜,08B9C,Big5-1,,A,,,V,,V,,,,,,4,,10,,
5527,溴,06EB4,Big5-1,,A,,,V,,V,,,,,,4,,12,Science & engineering,Bromothymol blue; still in elementary science? Used in junior high XD
5621,蜚,0871A,Big5-2,HK / Hakka note,A,A,,V,,V,,,,1,,2,,12,Common word,流言蜚語 (rumors and slander)
5800,怫,0602B,Big5-1,TW,A,,,V,,V,,,,,,2,,11,,
2287,泯,06CEF,Big5-1,HK / Hakka note,A,A,,V,,V,,,,127,,2,,14,Uncategorized,
5383,魑,09B51,Big5-1,,A,,,V,,V,,,,,,2,,13,Common word,魑魅魍魎 (demons and monsters of all kinds)
5566,碣,078A3,Big5-1,TW,A,A,,V,,V,,1,,,1,2,,12,Taiwan place name,
6656,諤,08AE4,Big5-2,,B,,,V,,V,,,,2,,2,,9,,
15135,焓,7113,Big5-2,,,,,,,,,,,1,,,,1,,
6112,嫚,05ADA,Big5-2,,B,B,,V,,V,,,,344,,4,,10,,
5686,鯤,09BE4,Big5-2,,A,A,,V,,V,,2,,11,,2,,12,Taiwan place name,鯤鯓 (Kunshen (Tainan coastal place))
5146,淦,06DE6,Big5-1,,A,A,,V,,V,,,31,88,,2,,13,Surname / personal name,嚴家淦 (Yen Chia-kan)
5999,銦,092A6,Big5-2,,C,,,V,,V,,,,4,,,,11,,
5495,昴,6634,Big5-2,,,A,,V,,V,,,,3,,2,人,12,Science & engineering,星宿名 (name of a constellation / lunar mansion)
5414,僂,050C2,Big5-2,,C,,,V,,V,,,,,,2,,12,Common word,僂儸 (bandit / ruffian (連綿詞))
5371,顥,9865,Big5-1,,A,A,,V,,V,,,,488,,3,,13,Surname / personal name,崔顥 (Cui Hao (Tang poet))
5159,烷,070F7,Big5-2,,A,A,,V,V,V,,,,,,,,13,Common word,甲烷 (methane)
6457,塱,5871,Big5-2,,B,,,,,,,,,,,,,9,,
5161,煇,7147,Big5-2,,A,A,,V,,V,,,,108,,3,,13,Surname / personal name,
6580,眇,7707,Big5-1,HK / Hakka note,A,,,V,V,V,,,,2,,2,,9,,
5556,瘢,7622,Big5-1,,A,A,,V,,V,,,,,,2,,12,Common word,瘢痕 (scar)
5663,鋇,092C7,Big5-1,,A,,,V,,V,,,1,2,,,,12,Common word,鋇劑攝影 (barium meal X-ray)
5276,薨,085A8,Big5-1,,A,A,,V,,V,,,,,,2,,13,Classical Chinese,Classical term for the death of a lord/official: 「薨」
6259,礴,7934,CJK,,B,,,V,V,V,,,,,,3,,10,Common word,氣勢磅礴; Big5 wrongly encoded as 礡
6602,箠,07BA0,Big5-1,TW,A,,,V,,V,,,,,,,,9,,
6674,郗,090D7,Big5-2,,B,,,V,,V,,,100,10,,3,,9,,
6056,倬,0502C,Big5-2,,A,A,,V,,V,,,,105,,2,,10,,
6024,驤,09A64,Big5-2,,C,,,V,,V,,,,33,,2,,11,,
5930,翫,07FEB,Big5-2,,A,A,,V,,V,,,,,,1,,11,Common in naming,
6952,翮,07FEE,Big5-1,,A,,,V,,V,,,,1,,3,,8,,
6578,瘻,0763B,CJK,HK / Hakka note,,A,,,,V,,,,,,2,,9,,瘻管手術 (fistula surgery)
3206,粄,07C84,Big5-2,HK / Hakka note,C,,,V,V,V,,,,,,,,14,Uncategorized,
3602,芸,082B8,Big5-1,,A,A,,V,V,V,,5,,6132,10,1,常,14,Uncategorized,
5784,尢,05C22,Big5-1,,A,,,,,V,,,3,,,2,,11,,Radical
6299,芰,082B0,Big5-1,,A,,,V,,V,,,,,,,,10,,Li Sao: 芰荷
5444,嗝,055DD,Big5-2,TW,B,,,V,,V,,,,,,4,,12,Common word,打嗝 (burp / hiccup)
6091,嘞,0561E,CJK,,,,,,,,,,,,,,,10,,
488,叡,5.30E+02,Big5-2,TW,A,A,,V,,V,,,,1683,1,1,人,14,Uncategorized,
5671,陟,0965F,Big5-2,,A,A,,V,,V,,,,6,1,2,,12,Occasionally used,陟罰臧否 (promote/punish and judge good/bad (出師表))
7312,竦,07AE6,Big5-2,,,,,V,,V,,,,1,,2,,7,,悚然 (ㄙㄨㄥˇ) (startled / afraid (ㄙㄨㄥˇ))
5923,紬,07D2C,Big5-2,TW,,A,,V,,V,,,,1,,1,人,11,Japanese,綢; personal names
6510,摜,0645C,Big5-2,,C,,,V,,V,,,,,,,,9,,大盤摜破年線 (market index smashes below the yearly line)
5713,傜,0509C,Big5-2,,C,,,V,,V,,,,,,4,,11,,
10688,瘝,0761D,Big5-2,,,,,V,,V,,,,,,,,3,,恫瘝在抱 (feel the people's suffering as one's own)
5488,揄,063C4,Big5-2,,A,A,,V,,V,,,,2,,2,,12,Common word,揶揄 (tease / ridicule)
5608,荽,0837D,Big5-2,TW,B,,,V,,V,,,,,,3,,12,Flora & fauna,芫荽 (cilantro / coriander)
2725,瑾,0747E,Big5-1,,A,A,,V,V,V,,,,2185,,2,,14,Uncategorized,
4394,邯,090AF,Big5-2,,A,A,,V,,V,,,3,8,,2,,14,Uncategorized,
5989,逡,9021,Big5-2,,A,A,,V,,V,,,,,,2,,11,,
6226,熗,7197,Big5-2,TW,C,,,,,V,,,,,,,,10,,
9492,潲,06F72,Big5-2,TW,,,,V,,V,,,,1,,,,4,,插潲 啥潲 食潲 (Taiwanese slang with 潲)
5722,剮,0526E,Big5-2,,,,,,,V,,,,,,,,11,Common word,千刀萬剮 (death by a thousand cuts)
5315,蹌,08E4C,Big5-2,TW,C,,,V,,V,,,,,,2,,13,Common word,踉蹌 (stagger / stumble)
6279,絝,07D5D,CJK,,C,,,,,V,,,,,,,,10,,紈絝子弟 紈褲子弟 (spoiled rich kid / silk-breeches youth)
6114,孬,05B6C,Big5-2,,,,,V,,V,,,,,,,,10,,
8126,鼐,09F10,Big5-2,,B,,,V,,V,,,,18,,3,,6,,調和鼎鼐 (harmonize the tripod — manage state affairs)
6040,鷸,09DF8,Big5-2,,A,A,,V,V,V,,,,1,,2,,11,,
17242,饢,9962,CJK,,,,,,,,,,,,,,,1,,印度餅 (Indian flatbread)
5743,嗖,055D6,Big5-2,,,,,V,V,V,,,,,,,,11,,
2772,町,0753A,Big5-2,TW,A,A,,V,V,V,,,,27,13,1,常,14,Uncategorized,
5448,囍,056CD,Big5-2,,A,A,,V,,,,,,,,4,,12,Common word,
1818,斌,0658C,Big5-2,TW,A,A,,V,,V,,1,,2528,,1,,14,Uncategorized,
5324,遢,9062,Big5-1,HK / Hakka note,A,,,V,,V,,,,,,,,13,Common word,邋遢 (slovenly / messy)
5372,顴,9874,Big5-2,TW,C,,,V,,V,,,,,,2,,13,Common word,顴骨 (cheekbone)
5215,篠,07BE0,Big5-1,TW,A,A,,V,,V,,,3,6,2,1,人,13,Surname / personal name,
1157,峒,05CD2,Big5-1,,A,,,V,,V,,,,2,,3,,14,Uncategorized,
5956,蚜,0869C,Big5-1,,A,,,V,V,V,,,,,,4,,11,,
5484,扦,6266,Big5-2,TW,A,,,V,,V,,,,,,,,12,,扦插 (propagate by cuttings)
5320,迤,08FE4,Big5-1,,A,,,V,V,V,,,,1,,3,,13,Binome / fixed compound,逶迤 (winding / meandering)
3908,裏,088CF,Big5-2,TW,A,A,,,,V,,,,,2,1,常,14,Uncategorized,
4613,陞,0965E,Big5-1,TW,A,A,,V,,V,,,,833,,2,,14,Uncategorized,
5038,喏,0558F,Big5-2,HK / Hakka note,B,,,V,,V,,,,2,,,,13,Onomatopoeia,喏? (here / well? (interjection))
643,啥,5565,Big5-2,TW,A,A,,V,,V,,,,,,,,14,Uncategorized,
5457,墻,058BB,Big5-2,,A,A,,,,V,,1,,3,,2,,12,Variant form,牆 (wall)
5808,捽,0637D,Big5-2,TW / Hakka,,B,,V,,V,,,,,,,,11,Taiwanese (Hokkien),
5113,暝,0669D,Big5-1,TW,A,A,,V,,V,,,,,,2,,13,Uncategorized,幽暝，不等於瞑 (幽暝 (dim/dark); not the same as 瞑)
3755,薦,085A6,Big5-1,TW / Hakka,A,A,,,V,V,,,,6,,1,常,14,Uncategorized,
8601,猢,7322,Big5-2,,B,,,V,,V,,,,,,,,5,,"樹倒猢猻散 (when the tree falls, the monkeys scatter)"
7362,蒹,084B9,Big5-2,,,,,V,,V,,,,7,,2,,7,,蒹葭蒼蒼 (reeds lush and green (詩經))
5454,堀,5800,Big5-2,TW,A,A,,V,,V,,6,4,,11,1,常,12,Japanese,新堀江 (Xinjuejiang / Shinhorie shopping area (Tainan))
5206,禺,079BA,Big5-1,,A,A,,V,,V,,,,11,,2,,13,China place name,番禺縣 (Panyu County)
5515,櫬,06AEC,Big5-1,,A,,,V,,,,,,,,4,,12,Classical Chinese,
5716,僞,050DE,CJK,,,A,,,,,,,,,,2,人,11,Variant form,Suggest moving 「爲」「僞」 from Japanese to basic set. Still widely used in traditional-Chinese print/handwriting/names; Japanese pack placement understates Chinese usage.
6694,鐶,9436,Big5-2,,B,B,,V,,V,,,,28,,2,,9,,
6483,徭,05FAD,Big5-2,,,,,V,,V,,,,2,,2,,9,,
5298,諛,08ADB,Big5-1,,A,A,,V,V,V,,,,,,2,,13,Common word,阿諛奉承 (flatter / toady)
4200,跤,08DE4,Big5-1,TW,A,A,,V,V,V,,,,,,,,14,Uncategorized,
5142,浣,06D63,Big5-2,,A,A,,V,V,V,,,11,31,,2,,13,Common word,浣熊 (raccoon)
554,呦,5466,Big5-2,,B,,,V,,V,,,,1,,4,,14,Uncategorized,
5337,醱,091B1,Big5-1,,A,A,,V,,V,,,,,,3,,13,Science & engineering,醱酵 (ferment)
6025,髁,09AC1,Big5-1,,A,,,V,,V,,,,,,3,,11,,
2730,璐,7490,Big5-2,,B,B,,V,,V,,,4,176,,3,,14,Uncategorized,
6035,鱧,09C67,Big5-2,,B,,,V,,V,,,,,,2,,11,,
5050,圄,5704,Big5-1,,A,A,,V,,V,,,,,,2,,13,Common word,囹圄 (prison / jail)
5436,咭,054AD,Big5-2,,,B,,V,,V,,,,,,4,,12,Variant form,“Card” usage in Hong Kong
4950,鷲,09DF2,Big5-2,,A,A,,V,V,V,,,,1,3,1,人,14,Uncategorized,
5226,絳,07D73,Big5-1,TW,A,A,,V,,V,,,,1,,2,,13,Common word,絳青 (deep red and blue-green)
5758,垵,057B5,Big5-2,,C,,,V,,,,4,,1,,,,11,Common in naming,
5857,汆,06C46,Big5-2,HK / Hakka note,B,,,V,,V,,,,,,,,11,Common word,汆燙 (blanch in boiling water)
149,侑,04F91,Big5-1,,A,A,,V,,V,,,,1420,,2,人,14,Uncategorized,
3060,秘,079D8,Big5-1,TW / Hakka,A,A,,V,V,V,,,64,7,2,1,常,14,Uncategorized,
7877,緙,07DD9,Big5-1,,A,,,V,,V,,,,,,4,,6,,緙絲工藝 (kesi silk tapestry craft)
5151,潁,06F41,Big5-2,,A,A,,V,V,V,,,,208,,2,,13,China place name,潁河 (Ying River)
8594,犰,072B0,Big5-2,,C,,,V,,V,,,,,,4,,5,,犰狳 (armadillo)
5476,忸,05FF8,Big5-1,HK / Hakka note,A,,,V,,V,,,,,,2,,12,Common word,忸怩作態 (act coy / affectation)
5068,嬿,05B3F,Big5-2,,B,,,V,,V,,,,724,,,,13,Surname / personal name,嬿婉 (gentle and lovely)
5963,衲,8872,Big5-2,TW,A,A,,V,,V,,,,,,2,,11,,
5063,嫋,05ACB,Big5-2,,B,,,V,,V,,,,,,2,,13,Common word,嫋娜 (slender and graceful)
6200,沔,06C94,Big5-1,,A,A,,V,,V,,,,1,1,4,,10,,
5329,郝,090DD,Big5-1,TW,A,A,,V,V,V,,,3226,187,,3,,13,Surname / personal name,郝龍斌 (Hau Lung-bin)
5523,涔,06D94,Big5-1,HK / Hakka note,A,,,V,V,V,,,,7,,3,,12,Surname / personal name,汗涔涔 (dripping with sweat)
5100,挹,6339,Big5-2,TW,B,,,V,,V,,1,,33,,3,,13,Common word,挹注 (channel funds into / inject support)
2948,瞼,077BC,Big5-1,,A,A,,V,V,V,,,,,,2,,14,Uncategorized,
6099,圉,5709,Big5-1,,A,,,V,,V,,,,1,,2,,10,,
5833,楸,6978,Big5-2,,A,A,,V,,V,,,,12,10,2,,11,Flora & fauna,
5525,淀,06DC0,Big5-2,,A,A,,V,,,,,,5,4,1,人,12,World place name,
6716,鮟,09B9F,CJK,,A,A,,,,V,,,,,,2,,9,,鮟鱇魚 (monkfish / anglerfish)
5431,呯,0546F,Big5-2,,B,B,,,,,,,,,,,,12,Onomatopoeia,
5170,獾,0737E,Big5-2,,B,,,V,,V,,,,,,,,13,Flora & fauna,🦡 (badger)
6552,澍,06F8D,Big5-2,TW,A,A,,V,,V,,,,154,,3,,9,,
2298,洩,06D29,Big5-1,TW / Hakka,A,A,,V,V,V,,,,,,1,,14,Uncategorized,
2975,砲,7832,Big5-1,TW / Hakka,A,A,,V,V,V,,,,,,1,常,14,Uncategorized,
5553,痒,075D2,Big5-2,,,A,,V,,V,,,,,,2,,12,Occasionally used,Today mostly a simplified form of 癢; also variant of 瘍
5585,縉,7.00E+09,Big5-1,,A,A,,V,,V,,,,183,,2,,12,Common in naming,
5422,卍,0534D,Big5-2,,,A,,V,,V,,,,,,2,,12,,
1032,孢,05B62,Big5-2,,B,B,,V,V,V,,,,,,,,14,Uncategorized,
5555,痹,075F9,Big5-2,TW,A,A,,V,,V,,,,,,4,,12,Variant form,痺 (numbness / paralysis)
7296,硍,0784D,Big5-2,,,,,V,,,,,,,,,,7,,Kinda want to keep — for ㄎㄣˋ
6659,豸,08C78,Big5-2,TW,B,,,V,,V,,,,,,2,,9,,
4840,騏,09A0F,Big5-2,,A,A,,V,,V,,,,613,,2,,14,Uncategorized,
5841,檎,06A8E,Big5-2,,A,A,,V,,V,,,,1,,1,人,11,Japanese,林檎 (apple / crabapple (林檎))
6357,鄺,0913A,Big5-2,,B,B,,V,,V,,,1097,50,,4,,10,,
2378,湄,6.00E+44,Big5-1,HK / Hakka note,A,A,,V,,V,,,1,194,42,3,,14,Uncategorized,
4440,醮,091AE,Big5-1,TW / Hakka,A,A,,V,,V,,,,3,,4,,14,Uncategorized,
3147,筑,07B51,Big5-1,,A,A,,V,V,V,,,,3067,42,1,人,14,Uncategorized,
5218,粕,07C95,Big5-1,TW / Hakka,A,A,,V,V,V,,,,6,,1,,13,Common word,糟粕 (dross / waste)
5397,齁,09F41,Big5-2,TW,,,,V,,V,,,,,,4,,13,Onomatopoeia,Word often used by Chen Shih-chung (陳時中)
5222,紆,07D06,Big5-1,,A,A,,V,,V,,,,4,,2,,13,Common word,紆鬱 (pent-up melancholy)
5661,銑,9291,Big5-1,,A,A,,V,,V,,,,19,,1,人,12,Common word,銑床 (milling machine)
5960,蜩,8729,Big5-1,,A,,,V,,V,,,,,,2,,11,,
5681,饉,9949,Big5-1,,A,A,,V,,V,,,,,,2,,12,Common word,饑饉 (famine)
5467,嵇,05D47,Big5-1,,A,,,V,,V,,,420,33,,3,,12,Surname / personal name,
6515,擼,064FC,Big5-2,,,,,,,,,,,,,,,9,,擼管 擼貓 (slang: masturbate; also pet cats (擼))
4507,錡,9321,Big5-1,,A,A,,V,,V,,,567,1090,,3,,14,Uncategorized,
5825,柙,067D9,Big5-1,TW,A,,,V,,V,,,,,,4,,11,Classical Chinese,
5950,蒯,084AF,Big5-2,,,,,V,,V,,,119,7,,3,,11,,
5408,偈,5048,Big5-2,,A,A,,V,,V,,,,10,,2,,12,Common word,侷限 (limit / constrain)
6570,瑱,7471,Big5-2,,B,B,,V,,V,,,,249,,4,,9,,
6390,髂,09AC2,Big5-2,,B,,,V,,V,,,,,,,,10,,
6181,楂,6942,Big5-2,HK / Hakka note,B,B,,V,,V,,,,,,3,,10,,
5853,毘,06BD8,Big5-2,,,A,,V,,V,,,,1,,1,人,11,,Buddhism-related
5662,銲,092B2,Big5-1,TW / Hakka,A,,,V,V,V,,,,,,4,,12,Common word,銲接 (weld)
5554,痳,075F3,Big5-1,,A,A,,V,,V,,,,,,2,,12,Variant form,"Gonorrhea (淋病). Different from 痲, but often confused"
5766,墉,5889,Big5-2,,A,A,,V,,V,,,,35,,3,,11,Surname / personal name,
1799,敕,6555,Big5-1,,A,,,V,V,V,,,,,,2,,14,Uncategorized,
5312,踉,8.00E+09,Big5-2,,B,,,V,,V,,,,,,2,,13,Common word,踉蹌 (stagger / stumble)
5246,胺,080FA,Big5-2,,A,A,,V,,V,,,,,,,,13,Science & engineering,三聚氰胺、胺基酸 (melamine; amino acid)
5301,謅,08B05,Big5-2,,C,,,V,,V,,,,,,4,,13,Common word,文謅謅 (bookish / pedantic tone)
7208,掯,063AF,Big5-2,,,,,V,,V,,,,,,,,7,,ㄎㄣˋ (internet slang)
5110,昊,0660A,Big5-1,TW,A,A,,V,,V,,,,564,,2,人,13,Surname / personal name,垃圾昊欠噓 (garbled / meme-like insult text)
382,劊,0528A,Big5-1,HK / Hakka note,A,A,,V,,V,,,,,,,,14,Uncategorized,
5117,杓,6753,Big5-1,TW / Hakka,A,A,,V,,V,,1,,2,,1,,13,Common word,斗杓東指 (the Dipper's handle points east)
5977,讎,08B8E,Big5-2,,C,,,V,,V,,,,,,2,,11,,
6318,虺,0867A,Big5-1,,A,,,V,,V,,,,,,4,,10,,
6260,礽,0793D,Big5-2,,B,,,V,,V,,,,76,,,,10,,
1249,庄,5.00E+84,Big5-2,TW,A,A,,,V,V,34,181,82,30,8,1,人,14,Uncategorized,
6309,蔫,0852B,Big5-2,TW,A,,,V,,V,,,,,,4,,10,,
6466,寔,05BD4,Big5-2,,A,A,,V,,V,,,,,,2,,9,,
5764,堇,5807,Big5-2,,C,,,V,,V,,,,29,,,,11,Flora & fauna,
691,嗶,055F6,Big5-1,HK / Hakka note,A,A,,V,V,V,,,,,,,,14,Uncategorized,
6559,炅,7085,Big5-2,,A,A,,V,,V,,,,36,,3,,9,,
5035,哏,054CF,Big5-2,,,,,V,,V,,,,,,,,13,Common word,沒哏 (no punchline / not funny (哏))
5693,黐,09ED0,Big5-2,TW,,B,,V,,V,,,,,,2,,12,Cantonese,黐線 (crazy (Cantonese))
6653,詨,08A68,Big5-1,,A,,,,,,,,,,,,,9,,
5985,踰,8.00E+30,Big5-2,,A,A,,V,,V,,,,4,,2,,11,,
5053,圣,5723,Big5-2,,,,,,,,,,,3,,4,,13,Simplified form,聖 (sage / sacred / saintly)
5624,螽,087BD,Big5-2,,B,,,V,V,V,,,,,,2,,12,Flora & fauna,螽斯 (katydid / bush cricket)
5845,櫞,06ADE,Big5-2,TW / Hakka,,,,,,V,,,,1,,2,,11,Flora & fauna,
5106,摳,6473,Big5-2,TW / Hakka,C,,,V,V,V,,,,,,4,,13,Common word,摳腳 (pick at one's feet)
6352,逑,9011,Big5-2,,A,A,,V,,V,,,,3,,2,,10,,
6205,洙,06D19,Big5-2,,A,A,,V,,V,,,,11,,2,,10,,
4112,貘,08C98,Big5-2,,B,,,V,,V,,,,,,2,,14,Uncategorized,
5774,婬,05A6C,Big5-2,,,,,V,,V,,,,,,2,,11,,通淫 (illicit sex / adultery (legal/literary))
5677,頫,0982B,Big5-1,,A,,,V,,V,,,,9,,3,,12,,時代力量江冠頫 (NPP politician Chiang Kuan-ting (江冠頫))
5352,鍔,9354,Big5-1,,A,A,,V,,V,,,,2,,1,,13,Science & engineering,刀鍔 (blade guard); fairly common in ACG
6152,搴,6434,Big5-1,,A,,,V,,V,,,,2,,2,,10,,
6242,瓚,074DA,Big5-1,,A,A,,V,,V,,,,23,,3,,10,,
6156,撳,064B3,Big5-1,HK / Hakka note,A,,,V,,V,,,,1,,,,10,,
5619,虻,0867B,Big5-1,HK / Hakka note,A,,,V,,V,,,,,10,1,,12,Flora & fauna,
5093,慵,6175,Big5-1,,A,,,V,,V,,,,,,2,,13,Common word,慵懶 (languid / lazy)
5909,竈,07AC8,CJK,Clearer with Taiwanese literacy,,,,,,V,,,,,1,2,,11,,炭治郎 (Tanjiro (Demon Slayer))
10634,狳,072F3,Big5-2,,,,,V,,V,,,,,,4,,3,,犰狳 (armadillo)
6015,隈,9688,Big5-2,,A,,,V,,V,,,,1,22,1,人,11,Japanese,Common Japanese personal / place names
5160,焗,7117,Big5-2,TW / Hakka,B,B,,V,,V,,,,,,,,13,Common word,焗烤 (baked / au gratin)
5987,躥,08EA5,Big5-2,,C,,,V,,V,,,,,,,,11,,
6990,賻,08CFB,Big5-1,,A,A,,V,,V,,,,,,2,,8,,
5471,幄,5.00E+44,Big5-2,,A,A,,V,,V,,,,1,,2,,12,Common word,運籌帷幄 (devise strategies in the command tent)
5219,粧,07CA7,Big5-2,TW,A,A,,,,V,,,,20,,1,常,13,Variant form,妝 (makeup / adorn)
9594,稉,07A09,CJK,,,,,,,V,,,,,,,,4,,"Suggest adding 「稉」. Dictionaries treat 「粳」 as standard and 「稉」 as variant, but Taiwan academia prefers 「稉」 (e.g. 台稉 varieties). Missing glyph causes 「梗」 substitutions."
5309,貔,08C94,Big5-2,,,,,V,,V,,,,,,2,,13,Flora & fauna,貔貅; same as previous
5587,罣,07F63,Big5-2,,C,,,V,,V,,,,,,4,,12,Common word,罣礙 (hindrance (Buddhist))
2065,棻,068FB,Big5-1,,A,,,V,,V,,,,713,,4,,14,Uncategorized,
7373,蚰,086B0,Big5-2,,,,,V,,V,,,,,,2,,7,,蚰蜒 (house centipede)
4911,鰹,09C39,Big5-2,,A,,,V,,V,,,,,,1,,14,Uncategorized,
6603,絜,07D5C,Big5-2,,C,,,V,,V,,,,556,,3,,9,Surname / personal name,
5922,糶,07CF6,Big5-2,TW / Hakka,C,,,V,,V,,,,,,2,,11,Taiwanese (Hokkien),糶米 (sell rice (糶))
6388,騵,09A35,Big5-1,,A,,,V,,V,,,,16,,,,10,,
5358,鎰,093B0,Big5-1,,A,A,,V,,V,,1,,169,,2,,13,Occasionally used,Ancient weight: 20 or 24 taels = one 鎰. E.g. 黃金百鎰
5428,叶,053F6,CJK,,,,,,,V,,,4,,,1,人,12,Variant form,Japanese “realize”; or simplified 葉 / variant of 協
1729,撂,6482,Big5-2,HK / Hakka note,A,,,V,,V,,,,,,,,14,Uncategorized,
5507,棱,068F1,Big5-2,,A,A,,V,,V,,,,35,,3,,12,Surname / personal name,
6470,崚,05D1A,Big5-2,,B,B,,V,,V,,1,,12,,2,人,9,,
5201,确,0786E,Big5-2,HK / Hakka note,,,,V,,V,,,,,,3,,13,Variant form,確 (certain / solid)
5975,諗,08AD7,Big5-2,,,B,,V,,V,,,,15,,4,,11,,
6138,戽,0623D,Big5-2,TW / Hakka,B,,,V,,V,,,,,,,,10,,
2526,烯,070EF,Big5-1,,A,A,,V,V,V,,,,,,,,14,Uncategorized,
1902,暘,6698,Big5-1,,A,A,,V,,V,,,,511,,2,,14,Uncategorized,
393,劭,052AD,Big5-2,,B,,,V,V,V,,,,1232,,2,,14,Uncategorized,
5291,蠑,8811,Big5-2,,C,,,V,,V,,,,,,2,,13,Flora & fauna,蠑螈 (salamander / newt)
122,体,04F53,Big5-2,,A,,,V,,V,,,,,,1,常,14,Uncategorized,
5483,慳,6173,Big5-2,TW,B,B,,V,,V,,,,1,,2,,12,Cantonese,
6033,鰂,09C02,CJK,,,,,,,V,,,,,,,,11,,
6329,訏,08A0F,Big5-1,,A,,,V,,V,,,,,,,,10,,
5847,欷,06B37,Big5-2,,C,,,V,,V,,,,,,2,,11,,欷吁 (sigh / sob)
6110,奭,0596D,Big5-1,,A,A,,V,,V,,,,28,,3,,10,,
5831,椽,0693D,Big5-2,,A,A,,V,,V,,,,9,,2,,11,Occasionally used,屋椽 (rafter)
5622,蝎,0874E,Big5-2,,A,A,,V,,V,,,,,,2,,12,Variant form,蠍 (scorpion)
2245,汶,06C76,Big5-1,HK / Hakka note,A,A,,V,,V,,2,1,1691,91,3,,14,Uncategorized,
5124,楣,6963,Big5-1,TW / Hakka,A,A,,V,V,V,,,,50,,3,,13,Common word,光耀門楣 (bring honor to the family)
6283,繒,7.00E+52,Big5-1,,A,A,,V,,V,,,,,,3,,10,,
5108,擤,6.40E+05,Big5-2,TW / Hakka,B,,,V,V,V,,,,,,4,,13,Common word,擤鼻涕 (blow one's nose)
6982,誧,08AA7,Big5-1,,A,,,,,,,,,,,3,,8,,
5568,礡,7921,Big5-2,,B,B,,,,,,,,1,,,,12,Variant form,礴; Big5 mis-encoded this character
6817,嬡,05B21,Big5-2,,C,,,V,,V,,,,39,,,,8,,令嬡 (your daughter (honorific))
6971,螅,8785,Big5-2,,B,,,V,,V,,,,,,,,8,,
5285,螈,8788,Big5-2,,C,,,V,,V,,,,,,3,,13,Flora & fauna,蠑螈 (salamander / newt)
5840,槻,069FB,Big5-2,,,A,,,,V,,,,2,11,1,人,11,Japanese,
6958,芣,082A3,Big5-1,,A,,,V,,V,,,,,,3,,8,,
5559,癤,7664,Big5-2,,A,A,,V,V,V,,,,,,3,,12,Science & engineering,節癤 (boil / furuncle (癤))
5385,鯰,09BF0,Big5-2,TW,B,,,V,,V,,,,,,2,,13,Common word,鯰魚 (catfish)
2368,温,6.00E+29,CJK,,,,,,,V,,10,42016,57,,1,常,14,Uncategorized,
7336,綹,07DB9,Big5-2,TW / Hakka,,,,V,,V,,,,,,,,7,,一綹頭髮 (a lock of hair)
6684,鉼,0927C,Big5-1,TW,A,A,,V,,V,,,,,,4,,9,,
5759,埒,057D2,Big5-2,TW,B,,,V,,V,,1,,,,2,,11,Taiwanese (Hokkien),
6219,炔,7094,Big5-2,,A,,,V,,V,,,,,,,,10,,
5728,叁,053C1,CJK,,,A,,,,,,,,,,,,11,Common word,大寫數字三 (formal numeral for three)
5630,訾,08A3E,Big5-1,,A,,,V,,V,,,92,7,,4,,12,,
5254,苡,8.20E+02,Big5-2,,A,A,,V,,V,,,18,757,,2,,13,Surname / personal name,
6454,堠,5820,Big5-1,,A,,,V,,V,,,,,,4,,9,,
5118,杪,0676A,Big5-1,,A,A,,V,,V,,,,1,,2,,13,Variant form,"渺; also tip/end of something, e.g. 「樹杪」"
5119,桁,6841,Big5-1,HK / Hakka note,A,A,,V,,V,,,,10,,1,常,13,Common word,桁木、桁條 (beam / purlin (桁))
6820,孌,05B4C,Big5-2,,B,B,,V,,V,,,,1,,4,,8,,
5654,醚,0919A,Big5-2,,A,,,V,,V,,,,,,,,12,Science & engineering,乙醚 (ether (diethyl ether))
5073,峴,05CF4,Big5-1,,A,A,,V,,V,,,,10,54,3,,13,World place name,"Da Nang (峴港, Vietnam)"
7986,覡,089A1,Big5-2,HK / Hakka note,,A,,V,,V,,,,,,2,,6,,巫覡: people said to use supernatural power
6344,蹓,8.00E+53,Big5-2,TW,B,,,V,,V,,,,,,,,10,,
5496,昵,6635,Big5-2,,,,,V,,V,,,,31,,2,,12,Variant form,暱 (intimate / nickname-related)
5966,褊,0890A,Big5-1,,A,,,V,,V,,,,,,2,,11,,
6055,倜,0501C,Big5-2,,A,A,,V,,V,,,,3,,4,,10,,風流倜儻 (debonair / romantic and unrestrained)
5455,塋,0584B,Big5-1,,A,A,,V,,V,,,,1,,2,,12,Surname / personal name,
6231,燔,071D4,Big5-2,,,A,,V,,V,,,,2,,2,,10,,
